Nombre;Dirección;Categoría;Teléfono;Emails;Sitio web;Estrellas;Comentarios;Reputación;Confianza;Contacto;Calidad;Utilidad
Casa Lucho;Av. Dr. Ricardo Balbín 3898, B1663NEZ Gran Buenos Aires, Provincia de Buenos Aires;Tienda de repuestos para automóvil;011 2460-8467;;;4.7;520;4,66;Alto;Bajo;Durmiente;Promisoria
Repuestos Villa;Garibaldi 1501, B1832KFE Gran Buenos Aires, Provincia de Buenos Aires;Tienda de repuestos para automóvil;;;https://www.facebook.com/villarepuestosok;4.6;61;4,46;Alto;Bajo;Durmiente;Promisoria
RDS PARTS GROUP;Dr. Luis Beláustegui 4632, C1407 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;3965-8765;;http://www.rdspartsgroup.com/;4.5;42;4,38;Medio;Medio;Regular;Promisoria
Casa Gentile;Alcaraz 4756, C1407 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4567-3524;;;4.7;372;4,65;Alto;Bajo;Durmiente;Promisoria
Juan Simón Repuestos;Warnes 655, C1414 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 5647-0829;;;4.3;238;4,3;Alto;Bajo;Durmiente;Promisoria
Moro Distribución;Av. de los Constituyentes 3676, C1431 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 5249-3477;;;4.8;33;4,49;Medio;Bajo;Exploratorio;Promisoria
Dinamik Autopartes;Warnes 815, C1414 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 6050-7313;;http://www.dinamikautopartes.com.ar/;4.0;55;4,13;Medio;Medio;Regular;Promisoria
Autopartes Warnes Motor;Av. Dorrego 49, C1414CJA Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;;;http://www.todowarnes.com/r/repuestos.html;4.1;120;4,15;Medio;Bajo;Exploratorio;Promisoria
Warnes Truck;Warnes 1902, C1416 CQT, Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4582-9073;;http://www.warnestruck.com.ar/;4.7;42;4,47;Medio;Medio;Regular;Promisoria
Rodolfo Cristales;Warnes 1700, C1416CQQ Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4583-4400;;;4.4;463;4,39;Alto;Bajo;Durmiente;Promisoria
Distrisil;Warnes 747, C1414 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 6047-3199;;http://www.reparacioncinturonseguridad.com/;4.4;36;4,33;Medio;Medio;Regular;Promisoria
Warnes Shopping // ex warnes-goma;Galería Warnes, Av. Dr. Honorio Pueyrredón 2180, C1414 CEX, Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4582-9797;;;4.1;38;4,2;Medio;Bajo;Exploratorio;Promisoria
Dogo Equipamientos;Warnes 925, C1414 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 3424-4340;;;4.3;135;4,3;Alto;Bajo;Durmiente;Promisoria
Autoparteslalo2000;Warnes 1530, C1416CQP Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 3132-4962;;;4.4;62;4,35;Alto;Bajo;Durmiente;Promisoria
Autorepuestos Tettamanti;Dr. Nicolás Repetto 2083, C1416CLS Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4583-1948;;;4.8;25;4,46;Medio;Bajo;Exploratorio;Promisoria
Nissan Warnes by RG Repuestos - Repuestos para autos japoneses, coreanos y chinos;Mario Bernasconi 2273, C1414ABC Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4854-5858;;;4.0;152;4,07;Medio;Bajo;Exploratorio;Promisoria
Analogia Suspensión;Paz Soldán 4842, C1427 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 5419-2642;;http://analogiasuspension.com.ar/;3.8;18;4,16;Medio;Medio;Regular;Promisoria
BOMBACENTRO S.H.;Av. Amancio Alcorta 1770, C1283 AAQ, Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4306-3910;;http://www.bombacentro.com.ar/;4.8;20;4,43;Medio;Medio;Regular;Promisoria
Encendido Boedo Barracas;California 2079, C1289AAO Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4126-6776;;;4.5;230;4,46;Alto;Bajo;Durmiente;Promisoria
Platar;Vieytes 1256, C1275 AGJ, Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 5592-1439;;;4.6;73;4,47;Alto;Bajo;Durmiente;Promisoria
Msm Autopartes SRL;José Aarón Salmún Feijóo 844, C1274 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4301-5866;;http://msmautopartes.com.ar/index.php?pagina=empresa;4.4;42;4,34;Medio;Medio;Regular;Promisoria
Patricios Motor;Av. Colonia 230, C1437 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4942-2164;;;4.8;19;4,43;Medio;Bajo;Exploratorio;Promisoria
Vtr Parts;Av. Juan de Garay 3144, C1256 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;;;https://vtracing-parts.mercadoshops.com.ar/;4.9;27;4,5;Medio;Bajo;Exploratorio;Promisoria
Total Parts;Mario Bernasconi, C1414CEK Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 3583-3679;;http://www.total-parts.com.ar/;4.2;44;4,24;Medio;Medio;Regular;Promisoria
Palermo Autopartes S.R.L.;Fitz Roy 24, C1414 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4854-7512;;http://www.palermoautopartes.com.ar/;4.9;14;4,42;Medio;Medio;Regular;Promisoria
Repuestos Centenera;Del Barco Centenera 2990, C1437ACO Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4918-0197;;;4.6;12;4,34;Medio;Bajo;Exploratorio;Promisoria
Todoencendido Sport;Del Barco Centenera 2999, C1437 ACB, Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4918-1631;;;4.7;59;4,51;Alto;Bajo;Durmiente;Promisoria
REPUESTOS RENAULT BELAUNZARAN;Av. Sáenz 569, C1437 DNF, Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4911-9665;;;4.8;15;4,4;Medio;Bajo;Exploratorio;Promisoria
La Goma Cabrera;Lavalle 3605, C1190 AAS, Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4866-0625;;;4.6;341;4,56;Alto;Bajo;Durmiente;Promisoria
Gomería Baterías Willard;Av. Pedro Goyena 21, C1424BSA Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4922-2911;;;4.7;153;4,6;Alto;Bajo;Durmiente;Promisoria
Navas Service;Morelos 714, C1406 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4521-9035;;;4.4;11;4,3;Medio;Bajo;Exploratorio;Promisoria
BURAREP;Dr. Eleodoro Lobos 669, C1405 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4965-0886;;https://www.burarep.com.ar/;4.3;32;4,29;Medio;Medio;Regular;Promisoria
Príncipe Accesorios;Av. Directorio 3402, C1407HFO Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4637-3832;;http://www.facebook.com/principeaccesorios;4.5;45;4,39;Medio;Medio;Regular;Promisoria
Repaver Repuestos;Av. Eva Perón 1108, B1834BDY Buenos Aires, Provincia de Buenos Aires;Tienda de repuestos para automóvil;011 4292-4234;;;4.0;283;4,04;Medio;Bajo;Exploratorio;Promisoria
Repuestos Cabildo S.A;Av. Cabildo 201, B1868 Piñeyro, Provincia de Buenos Aires;Tienda de repuestos para automóvil;011 4208-9142;;;4.3;111;4,29;Alto;Bajo;Durmiente;Promisoria
Rombo Barracas Repuestos Renault;Av. Gral. Tomás de Iriarte 2488, C1291ACE Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4301-0255;;;4.3;108;4,29;Alto;Bajo;Durmiente;Promisoria
Ford Iriarte;Av. Gral. Tomás de Iriarte 2501, C1291 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 15-2286-6078;;;4.6;138;4,52;Alto;Bajo;Durmiente;Promisoria
La bujía loca;Av. Directorio 1503, C1406GZE Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 6808-1631;;https://labujialoca.vercel.app/;4.1;666;4,11;Medio;Medio;Regular;Promisoria
Renault;C1439FQP, Murguiondo 3700, C1439FQP Buenos Aires;Tienda de repuestos para automóvil;011 4601-8325;;;4.4;226;4,38;Alto;Bajo;Durmiente;Promisoria
Peugeot Cruz;Av. Gral. Francisco Fernández de la Cruz 6183, C1439COM Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4605-4537;;;4.5;71;4,41;Alto;Bajo;Durmiente;Promisoria
PHALES SRL;General R Deheza 1546, B1768 Villa Madero, Provincia de Buenos Aires;Tienda de repuestos para automóvil;011 4652-4583;;http://www.phales.com.ar/;4.5;30;4,36;Medio;Medio;Regular;Promisoria
Chevrolet Cruz;Av. Gral. Francisco Fernández de la Cruz 6687, C1439CPF Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4601-6814;;;4.4;237;4,38;Alto;Bajo;Durmiente;Promisoria
Lorna Repuestos;Murguiondo 3855, C1439FQS Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4601-7515;;;4.5;56;4,4;Alto;Bajo;Durmiente;Promisoria
Autopartes Raschella;Av. Gral. Francisco Fernández de la Cruz 6164, C1439 COZ, Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4733-8579;;https://autopartesraschella.com/;4.6;37;4,42;Medio;Medio;Regular;Promisoria
Zanardi Repuestos;Bartolomé Mitre 185, B6740 Chacabuco, Provincia de Buenos Aires;Tienda de repuestos para automóvil;02352 45-0043;;;4.1;57;4,19;Medio;Bajo;Exploratorio;Promisoria
Durdos - Repuestos Peugeot;Primera Junta 250, B6740 Chacabuco, Provincia de Buenos Aires;Tienda de repuestos para automóvil;02352 42-8801;;;4.1;14;4,24;Medio;Bajo;Exploratorio;Promisoria
Accesorios Ruta 3;Av. Brig. Gral. Juan Manuel de Rosas 7337, B1765ABD Isidro Casanova, Provincia de Buenos Aires;Tienda de repuestos para automóvil;011 4625-1178;;;4.0;31;4,17;Medio;Bajo;Exploratorio;Promisoria
autopartes online;Cap. Claudio Rosales 4595, B1702 Ciudadela, Provincia de Buenos Aires;Tienda de repuestos para automóvil;4653-7098;;https://repuestosyautopartesonline.mercadoshops.com.ar/;4.9;34;4,53;Medio;Medio;Regular;Promisoria
Alberdi Repuestos;Av. Juan Bautista Alberdi 7270, C1440 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 5139-1288;;;4.6;362;4,56;Alto;Bajo;Durmiente;Promisoria
Miguel L. Rocchetto;C1408 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4641-5057;;;4.8;66;4,58;Alto;Bajo;Durmiente;Promisoria
Repuestos Diveti;LEONES 1402, caba, C1408 GPU, Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4648-1753;;;4.4;99;4,36;Alto;Bajo;Durmiente;Promisoria
TR Repuestos;Av. Díaz Vélez 1478, B1702 Ciudadela, Provincia de Buenos Aires;Tienda de repuestos para automóvil;011 4488-7082;;;4.0;35;4,17;Medio;Bajo;Exploratorio;Promisoria
Rulemanes Montanari;Av. Eva Perón 5799, C1439 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 5332-7310;;;4.4;235;4,38;Alto;Bajo;Durmiente;Promisoria
Ja Import Repuestos Y Accesorios;Av. Juan Bautista Justo 5261, C1416 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 3011-4206;;https://jaautocenter.mercadoshops.com.ar/;4.9;14;4,42;Medio;Medio;Regular;Promisoria
Chevrolet Sur;FZH Burzaco Buenos Aires AR, Blvd. Tomás Espora 2599, B1852;Tienda de repuestos para automóvil;011 4299-3546;;;4.6;289;4,55;Alto;Bajo;Durmiente;Promisoria
Dodge Beiró;Av. Francisco Beiró 5580, C1419 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4641-6834;;;4.5;1446;4,49;Alto;Bajo;Durmiente;Promisoria
SG WARNES AUTOPARTES;Warnes 933, C1414 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 6636-5888;;https://www.sg-warnes.com.ar/;4.7;37;4,46;Medio;Medio;Regular;Promisoria
Autopartes Díaz Vélez;Av. Díaz Vélez 1647, B1704 Ramos Mejía, Provincia de Buenos Aires;Tienda de repuestos para automóvil;011 4488-6596;;;5.0;14;4,44;Medio;Bajo;Exploratorio;Promisoria
MT Repuestos y Accesorios Del Automotor;Av. Juan Bautista Alberdi 4625, C1407 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 2191-6886;;https://instagram.com/mt.mancuso?igshid=1n60a71wx804h;4.7;30;4,44;Medio;Medio;Regular;Promisoria
Distribuidora Darwin;Darwin 11, C1414 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4790-5467;;;4.7;19;4,4;Medio;Bajo;Exploratorio;Promisoria
Autogramp-autopartes;Tacuarí 1354, B1824LTQ Lanús, Provincia de Buenos Aires;Tienda de repuestos para automóvil;011 4262-7482;;https://autogramp.com.ar/;4.3;11;4,29;Medio;Medio;Regular;Promisoria
Accesorios Para Automóviles Johanna y Alberto y Andrés GNC;Braile 67, B2900 San Nicolás de Los Arroyos, Provincia de Buenos Aires;Tienda de repuestos para automóvil;0336 15-440-3595;;http://www.facebook.com/fundasalberto.com;4.4;16;4,31;Medio;Medio;Regular;Promisoria
Don Gregorio SA;Av. Savio 265, B2900 San Nicolás de Los Arroyos, Provincia de Buenos Aires;Tienda de repuestos para automóvil;0336 442-5538;;https://www.facebook.com/Don-Gregorio-SA-110217744846281/;4.8;45;4,53;Medio;Medio;Regular;Promisoria
Distribuidora Sur S.H.;Tomás Nother 2549, B1846 José Marmol, Provincia de Buenos Aires;Tienda de repuestos para automóvil;4293-2111;;http://www.dsur.com.ar/;4.8;32;4,48;Medio;Medio;Regular;Promisoria
Truck - Rep S.R.L;Av. Hipólito Irigoyen 890, B2900 San Nicolás de Los Arroyos, Provincia de Buenos Aires;Tienda de repuestos para automóvil;0336 445-0030;;;4.7;44;4,48;Medio;Bajo;Exploratorio;Promisoria
Suspencar;Av. Savio 242, B2900 San Nicolás de Los Arroyos, Provincia de Buenos Aires;Tienda de repuestos para automóvil;0336 442-6345;;;4.6;65;4,46;Alto;Bajo;Durmiente;Promisoria
La Boutique del Auto;Av. Pres. Juan Domingo Perón 3856, B1650ARH Gran Buenos Aires, Provincia de Buenos Aires;Tienda de repuestos para automóvil;011 4589-4949;;;4.1;96;4,16;Medio;Bajo;Exploratorio;Promisoria
Bluecar S.A. - Central Administrativa;California 2067, C1289AAO Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4126-6750;;http://www.bluecar.com.ar/;4.7;35;4,45;Medio;Medio;Regular;Promisoria
Relumar Distribuidora (Suc Burzaco);Av. Monteverde 5568, B1852CVQ Burzaco, Provincia de Buenos Aires;Tienda de repuestos para automóvil;011 4238-8029;;http://www.relumar.com.ar/;4.3;32;4,29;Medio;Medio;Regular;Promisoria
Encendido Yuki;Av. Juan Bautista Justo 7217, C1407FAK Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;;;https://www.facebook.com/encendidoyukifloresta/;5.0;26;4,53;Medio;Bajo;Exploratorio;Promisoria
SHK Autopartes SRL (ex Distribuidora El Sheik SRL);Av. Álvarez Jonte 3953, C1407GOG Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4639-6551;;;4.5;29;4,36;Medio;Bajo;Exploratorio;Promisoria
PROCUSTOMSHOP;Comuna 11, Emilio Lamarca 2274, C1417 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 15-6641-0949;;https://procustomshop.com/;5.0;12;4,42;Medio;Medio;Regular;Promisoria
Frenos Standard SRL;Cochabamba 391, B2900 San Nicolás de Los Arroyos, Provincia de Buenos Aires;Tienda de repuestos para automóvil;0336 442-2284;;;4.6;132;4,51;Alto;Bajo;Durmiente;Promisoria
Bluecar S.A. - Depósito Central;Parque Industrial EBAPI, Au Cam. del Buen Ayre km 4.6, B1655 Buenos Aires, Provincia de Buenos Aires;Tienda de repuestos para automóvil;011 4149-9139;;http://www.bluecar.com.ar/;4.4;34;4,33;Medio;Medio;Regular;Promisoria
Repuestosanti;Warnes 1642, C1416 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;4582-1721;;;4.5;172;4,45;Alto;Bajo;Durmiente;Promisoria
Casa De Repuestos para Automóviles;Av. Amancio Alcorta 1800, C1265 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 7216-3247;;;4.8;11;4,38;Medio;Bajo;Exploratorio;Promisoria
Electroliden;3093,, Av. San Martín 3031, Buenos Aires, Provincia de Buenos Aires;Tienda de repuestos para automóvil;011 4262-4560;;;4.7;96;4,56;Alto;Bajo;Durmiente;Promisoria
Autopartes Chapa Rolo;Av. Dorrego 100, C1414CJN Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4854-5385;;;4.3;514;4,3;Alto;Bajo;Durmiente;Promisoria
Encendido Vicente;Sarandí 647, C1222 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 15-5427-6678;;;4.1;11;4,25;Medio;Bajo;Exploratorio;Promisoria
Brothers Electronica;Av. Juan Bautista Alberdi 4462, C1407GYZ Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4671-9601;;;4.5;13;4,33;Medio;Bajo;Exploratorio;Promisoria
NKS AUTOPARTS;Av. Independencia 2974, C1225 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4517-7758;;;3.9;46;4,1;Medio;Bajo;Exploratorio;Promisoria
Centro Parque - Repuestos y Accesorios Renault;Av. Asamblea 232, C1424 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4921-1731;;;3.9;41;4,11;Medio;Bajo;Exploratorio;Promisoria
Wolse S.R.L;Av. Medrano 362, C1179AAF Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4958-5801;;http://www.wolse.com.ar/;4.5;34;4,37;Medio;Medio;Regular;Promisoria
Electro quilmes;Felipe Amoedo 1215, B1878 Quilmes, Provincia de Buenos Aires;Tienda de repuestos para automóvil;011 6661-1801;;;4.5;185;4,45;Alto;Bajo;Durmiente;Promisoria
LECAR-AUTOPARTES;Av. Dr. Honorio Pueyrredón 2180 Local 4, C1414 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4581-3667;;;4.1;19;4,23;Medio;Bajo;Exploratorio;Promisoria
REPUESTOS AUTOPARTES VaaL;34, Av. Independencia 3912, C1226 AAR, Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4931-3651;;;4.4;459;4,39;Alto;Bajo;Durmiente;Promisoria
Autopartes W;Dr. Ramón Carrillo 60, C1275AHB Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 2611-1732;;;4.5;211;4,46;Alto;Bajo;Durmiente;Promisoria
Repuestos Garay;Av. Juan de Garay 803, C1153ABG Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4307-7680;;;4.5;230;4,46;Alto;Bajo;Durmiente;Promisoria
OSVALDO ESCAP;Brasil 161, C1063AAC Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4361-2008;;;4.6;66;4,46;Alto;Bajo;Durmiente;Promisoria
Automóviles Arroyo S.A. - Distribuidor Nacional Valeo;Av. Ing. Huergo 1463, C1107 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4361-2200;;;4.1;68;4,18;Medio;Bajo;Exploratorio;Promisoria
ACCESORIOS MV;Av. Caseros 3486, C1263AAQ Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4714-7772;;;4.9;10;4,39;Medio;Bajo;Exploratorio;Promisoria
Repuestos Nobile;B, Av. Dardo Rocha 1521, Bernal;Tienda de repuestos para automóvil;011 15-4174-5489;;;4.4;891;4,39;Alto;Bajo;Durmiente;Promisoria
Fiat Mp;José Arenales 1651, B1888 Florencio Varela, Provincia de Buenos Aires;Tienda de repuestos para automóvil;011 2502-8639;;;4.3;162;4,3;Alto;Bajo;Durmiente;Promisoria
REPUESTOS ACCESORIOS GONZALEZ;Av. Luciano Valette 20, B1842 Monte Grande, Provincia de Buenos Aires;Tienda de repuestos para coches de carreras;011 4281-5001;rtosgonzalez@gmail.com;https://www.gonzalezrepuestos.com.ar/;4.3;505;4,3;Alto;Alto;Estrella;Estratégica
Chapa Dany Virreyes;Ex Combatiente Juan Sánchez 2012, B1646 Virreyes, Provincia de Buenos Aires;Tienda de repuestos para coches de carreras;011 4746-1448;Chapadanyweb@gmail.com;http://www.chapadany.com.ar/;4.4;1076;4,39;Alto;Alto;Estrella;Estratégica
Autopartes Savio S.A. Carroceria, Cristales, Autopartes y Accesorios;Av. Savio 623, B2900 San Nicolás de Los Arroyos, Provincia de Buenos Aires;Tienda de repuestos para coches de carreras;0336 442-3508;autopartessavio@gmail.com;http://www.autopartessavio.com/;4.2;606;4,21;Alto;Alto;Estrella;Estratégica
INORIZA RACING BANFIELD;Av. Hipólito Yrigoyen 7598, B1828 Banfield, Provincia de Buenos Aires;Tienda de repuestos para coches de carreras;011 15-3928-9466;ventas@inoriza-racing.com.ar;http://www.inorizaracing.com.ar/;4.8;66;4,58;Alto;Alto;Estrella;Estratégica
Competición;Av. Gral. Francisco, Av. Gral. Francisco Fernández de la Cruz 6217, C1439CPB Cdad. Autónoma de Buenos Aires;Tienda de repuestos para coches de carreras;011 2390-8982;;https://luganocompeticion.mitiendanube.com/;4.7;211;4,62;Alto;Medio;Potencial;Estratégica
FC Competición;Warnes 1411, C1416CQB Cdad. Autónoma de Buenos Aires;Tienda de repuestos para coches de carreras;011 4857-0229;fccompeticion@hotmail.com.ar;https://www.fccompeticion.com.ar/;4.4;81;4,36;Alto;Alto;Estrella;Estratégica
Encendido Mitre;Warnes 981, C1414AAJ Cdad. Autónoma de Buenos Aires;Tienda de repuestos para coches de carreras;011 4854-0436;;https://www.facebook.com/encendidomitrewarnes/?fref=ts;4.6;102;4,5;Alto;Medio;Potencial;Estratégica
GIGANTES DE DETROIT;Timoteo Gordillo 166, C1408 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para coches de carreras;011 4052-6068;;;0.0;0;4,28;Bajo;Bajo;Frío;Potencial
JFR ACCESORIOS;José Bonifacio 800, C1427 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para coches de carreras;011 6286-6845;;;3.3;10;4,12;Bajo;Bajo;Frío;Potencial
El Puma;Alfredo Bufano 3146, B1712DWH Castelar, Provincia de Buenos Aires;Tienda de repuestos para coches de carreras;011 4661-1998;;https://eu.puma.com/;4.3;9;4,29;Bajo;Medio;En Proceso;Potencial
Coram;Av. Juan de Garay 838, C1153 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para coches de carreras;011 4307-7160;;http://www.coram.com.ar/;3.8;13;4,18;Medio;Medio;Regular;Promisoria
